video_id,time,author,text,emocja,pewnosc_emocji
AB5A2kMUpEo,1 miesiąc temu,@Mhelkir_1,"​ @paweszczech7485 a wiesz co zrobi? Dziś słyszymy że poglądy Mentzena z 2015 to były żarty, postulaty likwidacji PIT i CIT z 2016 to ""tylko ćwiczenie intelektualne"", a (z innego wywiadu) 100 ustaw Mentzena z 2019 to nieaktualny projekt i on nie chce o nich rozmawiać. Jakie on właściwie ma poglądy i co chce zrobić? Na stronie jego partii Nowa Nadzieja nie ma programu.",LABEL_0,0.9081994891166687
94_Obg8edkA,8 dni temu,@0001jkl,"Najweselszy moment, to ten gdy POwniczka m{ei, że będą budować elektrownie atomowe:) Zatrudnijcie Grada, ma 8 lat doświadczenia!",LABEL_0,0.6362727284431458
HVlCQMtXZFU,2 dni temu,@teresagdansk4329,Gdzie  jest  solidarność   dziennikarska   Mądraliińska,LABEL_5,0.6685905456542969
-JH9onEuq9M,6 dni temu,@Rafa-tv5uf,😂😂😂,LABEL_0,0.2437313199043274
P1VIeoKuv3k,1 dzień temu,@fusek66,"Jesteście bezczelni. Hołownia ma tu dwóch przedstawicieli, a nikogo nie zaprosiliście z partii Razem. Czysta woda, hatfu",LABEL_0,0.915499746799469
94_Obg8edkA,6 dni temu,@wolnyczowiek8705,"Wie ktoś gdzie muszę pójść, żeby złapać takiego pokemona jak ta rosa?",LABEL_0,0.7571304440498352
e8XqrdckYCw,2 tygodnie temu,@Paranoia-sx3wo," @TheTT1985  Moim zdaniem wcale to nie oznaczało porażki Hołowni przy całym braku szacunku do tego podludzia, ale jednak jego doświadczenie przed kamerami jest gigantyczne a plecenie ozorem pustych frazesów dużo lepsze niż u Trzaskowskiego, który potrzebuje pomocy pani psycholog przy udziałach w debatach nie ustawionych przez jego ludzi. Mentzena lubię i zgadzam się z nim w wielu kwestiach, ale wystąpienia kameralne powinien ostro potrenować i przy upartości w drodze do celu i pod warunkiem, że nie zmieni swoich poglądów, może to być świetny polityki lecz nie musi.",LABEL_0,0.9057789444923401
t9uEk-xqlOI,1 miesiąc temu,@andrzejhahn8117,i ty masz cieczkę na geja jarosława kaczyńskiego...................,LABEL_0,0.9087890982627869
Vx5_YGvyhgY,4 tygodnie temu (edytowany),@MarekKR69,"​​ @UnknownUnrecognized myślę że 10 lat to za krótki okres na możliwość przemiany człowieka i na zmianę poglądów jeżeli były błędne, masz rację, może 20 lat to tak juz możliwe ale mało prawdopodobne 😅",LABEL_3,0.4346214234828949
P1VIeoKuv3k,2 dni temu,@miejwlasnystyl,Przyszlam po to samo i się nie zawiodłam,LABEL_5,0.4238804578781128
fET8Eqgq6b8,2 tygodnie temu,@Raniuszek726,Ten typek to ruski agent,LABEL_0,0.714925229549408
MeLkFYaQVrQ,2 tygodnie temu,@rolandczubak6372,Artur Bartoszewicz 🇵🇱💪❤️,LABEL_5,0.7958497405052185
257q2y03Hgc,1 miesiąc temu,@mariannakaminska3852,Pan Maciak jest z Włocławka  . .  ?,LABEL_5,0.8611841797828674
VUYpDca39E8,1 miesiąc temu,@VencDom_KM,"Nie popieram Pana Brauna w wyborach, ale bardzo szanuję jego spokój w wypowiedziach i głosie, a także szacunek, jaki okazuje rywalom.",LABEL_0,0.7035827040672302
EpUhR6x10Ww,4 tygodnie temu,@lukaszp6823,Zastanawiam się kto na tego Nawrockiego głosuję toż to ani rozumu ani wyglądu.,LABEL_0,0.9164367914199829
VaC3mfIZ5pQ,2 tygodnie temu,@aleksandermazur4223,Preezydent Selfiarzy ?,LABEL_0,0.7554386854171753
HVlCQMtXZFU,1 dzień temu,@andrzejmalachowski7265,"Pani Dominiko krótko kwitując Stanowskiego, ham to mało powiedzane to jest celebryta który kiedyś skoniczy bardzo marnie jak wszyscy celebryci którzy pokazują swoją wyższość aż przychodzi momęt że upadają nisko 😂",LABEL_0,0.9354527592658997
xV4l9VVbdjU,17 godzin temu,@JsjsHssha,No na pewno  bo wina jest zawsze chłopa,LABEL_5,0.5303288698196411
sTLFTbobcQw,1 dzień temu,@mieczysawplewinski4633,Czy Nawrocki już wie jak się zachować przyzwoicie?,LABEL_0,0.6881060600280762
YM0zHIcBEwg,1 dzień temu,@KurtRolson07,"Bartoszewski nie był profesorem, magistrem też nie był",LABEL_5,0.5259243249893188
kNOy3z2kl68,1 miesiąc temu,@jagajaga6083,"mat, też o tym pomyślałam.",LABEL_5,0.8631251454353333
of92jhSUDyI,1 miesiąc temu,@helkawypych9515,"Jesteś  kobieto Wielka,,,❤❤❤❤❤",LABEL_4,0.8286995887756348
stqR3s2vYig,1 dzień temu,@pawemazurkiewicz937,"No nie mogę rafałek poucza o prawdomówności 😂😂😂😂
Braun, Mentzen, Jakubiak ewentualnie Bartoszewicz to jedyna nadzieja dla Polski.😊😊",LABEL_0,0.8466577529907227
ITOoSsfuYY0,1 dzień temu,@zabieraj6544,Dupiarz się zagotował.,LABEL_5,0.8422150015830994
kNOy3z2kl68,1 miesiąc temu,@PkPk-ez3bz,"Bardzo dziękuję za wspaniały wywiad. 
Jestem za P. Grzegorzem.",LABEL_4,0.9564733505249023
K4g_S65Yg-0,1 dzień temu (edytowany),@arek-b8j,braun by zezwolił na KS bez procesu - ciekawe kto by miał podejmować takie decyzje ? (poziom michnika albo gorzej),LABEL_0,0.873864471912384
gE0laXVB0qw,5 dni temu,@Kosowicki-FinanceLexGroupe,tylko KONFEDERACJA i Mentzen 🇵🇱🇵🇱🇵🇱,LABEL_0,0.7378917336463928
L8kqGzbmu6E,1 miesiąc temu,@bzk1232, @damiantyszka  właśnie przez takich ludzi jest jak jest 🖕,LABEL_5,0.4687095284461975
EpUhR6x10Ww,4 tygodnie temu,@KnightBrody,powtarzanie Mentzenowej końcówki miało na celu dotarcie do seniorów oglądających republikę,LABEL_5,0.4798975884914398
D-LSi_fUaK0,2 tygodnie temu,@ireagosto6557,​ @Rxckstar-x2i i portargli w parlamencie,LABEL_0,0.752177894115448
FAuWVKILK6U,5 dni temu,@marcinstanieczko4574,Chołownia stał sie błaznem politycznym więc porównanie do klauna to nobilitacja.,LABEL_0,0.9111838340759277
zchQKkgU2C4,2 tygodnie temu,@doysoyk3874,"będzie  cały film, czy tylko zwiastun?",LABEL_5,0.7234057784080505
AB5A2kMUpEo,1 miesiąc temu,@madrag,XD,LABEL_4,0.5725465416908264
G7Rusqg2LqY,2 tygodnie temu,@miecikot1034,"Ja nie wiem czy Wy faktycznie boicie się Stanowskiego? (jako swojej nazwijmy to konkurencji, czy o co dokładnie chodzi?) Ponieważ jest to kolejny filmik w którym pomijacie ważne wypowiedziane przez niego kwestie? W swojej wypowiedzi dowolnej bardzo mocno obnażył problemy służby zdrowia gdzie to on jako dziennikarz został poproszony o zbiórkę pieniędzy na chorą dziewczynkę, dla której niestety zabrakło państwowych pieniędzy co pokazało jak mocno nieudolna jest w tym momencie państwowa pomoc. Miało to naprawdę bardzo mocny wydźwięk i uważam, że niestety ale niemożliwym jest aby ""niespecjalnie"" pominąć taką kwestię. Także niestety ale tracicie wizerunek jako to ""niezależne"" medium w moich oczach.",LABEL_1,0.9482132196426392
-JH9onEuq9M,5 dni temu,@pro14ab,"Stano jak do lwa, na paluszkach i tak podszedł",LABEL_0,0.8111273050308228
WP7EjE9zkUY,1 miesiąc temu,@urodzonawprlu6659,"@ Dlaczego rozumiesz wszystko na opak? Taki przekaz POszedł z góry, że tak masz myśleć? Nie po polsku???",LABEL_0,0.9381234645843506
hiCIBDQH2_g,11 dni temu,@Iuiuiup,"@BxMm  xDDD
Nie zesraj się 

Szkoły, urzędy, szpitale, domy kultury, itp powinny być wolne od stałych symboli religinych 

W domu rób co chcesz 
W szkole na Religi rzucaliśmy w krzyż rzutkami bo nam tarczę zabrali 
To jest poziom wiary w dzisiejszych czasach",LABEL_0,0.9044175148010254
acqYOuWJ2XE,5 dni temu,@ws6858, @NaibFedaykin  Albo ja stracił.,LABEL_5,0.4771229028701782
PC2lqAnXzvA,10 dni temu,@WojtekSiarczysty,Ani jeden ani druga nie maja pojęcia    o czym mówią,LABEL_0,0.8739809989929199
acqYOuWJ2XE,3 dni temu,@nataliamalecka,Braun jak zwykle świetne wystapienie 😊❤,LABEL_4,0.9362276196479797
iIDR7IJNv84,4 dni temu,@user-fl7fv7or1z,Chciał być śmieszny a został klaunem 😂😂😂,LABEL_0,0.9151996374130249
P1VIeoKuv3k,1 dzień temu,@Miećkawudu,Kto to ??,LABEL_0,0.6578176617622375
9evQ1IszSVY,1 miesiąc temu,@Falmic,"Ja mam wrażenie, że w pewnym momencie przelał się akceptowalny poziom pitolenia innych i po prostu dał upust pewnego rodzaju frustracji. Co paradoksalnie wyszło mu na plus",LABEL_3,0.2746387720108032
HU_tOLI2Hvc,2 tygodnie temu,@tomaszkluska6419,Bardzo dobre!,LABEL_4,0.9755997061729431
e8XqrdckYCw,2 tygodnie temu,@kuba942,"​ @Radoskor88 a ty co taki zły, czyżby fan Hołowni jakich już niewielu zostało 😂",LABEL_0,0.9203214049339294
fmZDMUajWto,4 tygodnie temu (edytowany),@KarolLeP,"1:33:24 500 zł na każdą osobę indetyfikującą się jako świnia. No i pierwszy raz w życiu politk obiecał mi coś dać, a nie zabrać.",LABEL_0,0.9055489301681519
e8XqrdckYCw,2 tygodnie temu,@ukasz263,Holowania prawie hajlowal,LABEL_2,0.5823125839233398
gE0laXVB0qw,5 dni temu,@skowronskowron1621,"Trzaskowski kłamie jak z nut, tak łatwo mu to przychodzi, coś nieprawdopodobnego, to się w pale nie mieści",LABEL_0,0.9334011673927307
9evQ1IszSVY,1 miesiąc temu,@kingawolska3355,😂😂😂,LABEL_0,0.2437313199043274
hiCIBDQH2_g,2 tygodnie temu,@Kansiorr,Obraził mocodawcow tego śmietnika rafala to i się oburzył,LABEL_0,0.9259149432182312
BPCqlDZinOg,1 dzień temu,@magia9199,Uni europejskiej musi zależec bo to my graniczymy z państwami gdzie toczy się wokna,LABEL_5,0.5692024230957031
L8kqGzbmu6E,3 tygodnie temu,@Maciek7687,Co to za debata jak nie ma czasu na odpowiedź 😂😂😅,LABEL_0,0.87293541431427
HU_tOLI2Hvc,2 tygodnie temu,@bozenapilarczyk5045,"Boicie sie zaprosic Pana Brauna, bo merytorycznie was przykryje czapką. A jego rozmowa z wami przyniesie mu punkty procentowe w kampanii wyborczej. Pan Braun nigdy nie przekroczyl prawa. Nie oszukujcie Polskiego Narodu. Wszystko jest zgodne z Polskim prawem",LABEL_1,0.9946247935295105
AB5A2kMUpEo,1 miesiąc temu,@albertwolanski7688,"Jak to nie a ten od ""to sie w pale nie miesci"" do kogos przemawia.",LABEL_0,0.8943383097648621
EXGQSbG5CVg,6 dni temu,@fan_blender,Popatrzcie na oczy trzaskoskiego. Przecież on czyta odpowiedzi z promptera XD,LABEL_0,0.8564583659172058
lYaBsmTXqkg,1 miesiąc temu,@pawel009gral,"Wczoraj też była jakaś debata, ile wy chcecie robić tych debat, chory już jestem, nie mogę patrzeć na te ich już twarze.",LABEL_0,0.28399351239204407
-JH9onEuq9M,5 dni temu,@d_mackey,"Top of the top podsumowań z jakimi miałem do czynienia, nie byłbym w stanie ująć tego trafniej 🍒",LABEL_4,0.588455319404602
Ty4lnOFWtl8,2 tygodnie temu,@micha2965,Gdzie ci 8 gwiazdkowcy? Uśmiechacie się dalej?,LABEL_0,0.678697407245636
-JH9onEuq9M,6 dni temu,@mariuszstadnik, @UEBERNORM4L  a gdzie mówił prawdę? hahahaha,LABEL_0,0.8124781847000122
Bo_BY3jPsSY,11 dni temu,@engvppl,Nawrocki jest nauczony technik pisowskich: wyciagania najpierw negatywow w strone oponentow. Malo ktory polityk opowiada na pytania. To wodolejcy jak nie znaja odpowiedzi.,LABEL_0,0.9091151356697083
Z89Qq74Fs00,1 miesiąc temu,@HenrykCzarnecki-tt8oi,"Rafau  cały czas mówił o pieniądzach z KPO , tylko zapomniał powiedzieć że to pożyczka",LABEL_0,0.9296036958694458
QPJ-binnO1g,2 tygodnie temu,@h.s.3401,nigdy w życiu,LABEL_5,0.32674503326416016
mDGdhM32fPE,1 miesiąc temu,@maciejk2449,"A kto wybiera Zembaczyńskiego, Nitrasa, Jachirę, Leszczynę i całą resztę? Tzw ''Młodzi, wykształceni z wielkich miast''. Tylko nikt nie mówi inteligentni.",LABEL_0,0.8248991370201111
cbKiPt0w7uY,1 miesiąc temu,@luk11c4,"Ale chrześcijańskie miłosierdzie się wylewa z twojego komentarza, prawdziwy katolik narodowiec. 😊",LABEL_0,0.8825215101242065
-9vzP6X0fq8,1 dzień temu,@EwelinaLubian-z8m,Debatę mógby prowadzić na przykład Janusz Życzkowski. Pozdrawiam.,LABEL_5,0.9250082969665527
0TcjkRqHNbA,2 dni temu,@Leszek-k2g,"Kandydat R T., przeprowadził głosowanie nad prawdą, do czego potrzebna  była zgoda wszystkich ""jak tu jesteśmy"". Rzecz zastanawjająca, wszyscy wrogowie Rosji, jak jeden mąż, mają założone krawaty. Mądrość służy ochronie i zachowuje tych, którzy znają oraz rozumisją znaki i symbole.",LABEL_0,0.5333068370819092
vKShTQAk8IE,2 miesiące temu,@W-B-L...,"Dokładnie ,nie jestem jego wyborcą ,ale takie bzdury co tu mówią to jest pożywka dla POpaprańców.",LABEL_0,0.937987208366394
zw0sZ8tXzxI,2 tygodnie temu,@pedroloco-r9y,❤,LABEL_5,0.7304646372795105
WP7EjE9zkUY,1 miesiąc temu,@rafirafaello2985, @MariaOsinska-y4u  Jeszcze nie pojechałaś do trampka???? Ulica i zagranica!!!,LABEL_0,0.5090153813362122
iIDR7IJNv84,4 dni temu,@annat3452,Brawo Szymon 🙂,LABEL_4,0.9662356972694397
XBv-L_EY4nw,1 miesiąc temu,@alaania2289,Jako ksiądz?,LABEL_5,0.8512234687805176
mDGdhM32fPE,1 miesiąc temu,@wd948,"Lewica jak zwykłe ulicznice, przychodzi na debatę a potem naśle policje. Lewica pod próg.",LABEL_0,0.7235136032104492
stqR3s2vYig,1 dzień temu,@tomson1342,Rafał nasz nowy prezydent 👍👏👏👏👏💪💪💪💪,LABEL_4,0.7734600901603699
SK8j0z_pUgg,4 tygodnie temu,@OrcakillerchwaaPutinowii-xu1im,"senyszysn, kwoka w glosie i w mózgu",LABEL_0,0.721831202507019
5VoS6Kzs6-Q,3 tygodnie temu,@katherynkoziolek9585,"Jeszcze bedzie dobrze ,jeszcze bedzie pieknie,po wyborach banda tuska  z trzaskiem peknie!",LABEL_0,0.8571909666061401
kNOy3z2kl68,1 miesiąc temu,@WW-hf7de," @onaon7265  Swieczka tez sie przyda,zeby nic nie domalowali.",LABEL_0,0.5697866082191467
acqYOuWJ2XE,5 dni temu,@p.k.7111,Trzaskowski wypadł bardzo dobrze!,LABEL_4,0.9619123935699463
EpUhR6x10Ww,4 tygodnie temu,@DamianAlmek,myśle że każdy z panów spokojnie by sobie poradził z Rafałekiem tutaj akurat nie ma strachu wczoraj psycholog mu nie pozowlił przyjść,LABEL_1,0.9926551580429077
3isnAJHon78,3 tygodnie temu (edytowany),@Pablo-e4z2i,"Nie było Stanowskiego w tym kabarecie, bo jako jedyny z kandydatów śmieszkująć był najbardziej poważny🥥 The Shark prince Bążur skompromitował się po calości",LABEL_0,0.9156350493431091
vKShTQAk8IE,1 miesiąc temu,@tomaszniziol,"Nawet śmieszne, choć zgadzam się z przedmówcami, Mentzen słabo zagrany, słabi obserwatorzy sceny politycznej, trochę kłamliwa retoryka :)",LABEL_0,0.9199897050857544
L81QkyEWMC0,2 dni temu,@ottobln77,Szołownia boli cię jak ktoś używa twojej broni szczekająca chihuahuo xd,LABEL_0,0.9024407267570496
Q3mCysi5iWQ,1 miesiąc temu,@pironmajdan6802,"Ja pier......  co oni tam chrzanią    Krzysztof Stanowski i Marek Jakubiak mają pojecie i coś konkretnego do powiedzenia. Reszta to polega na uni europejskiej a to na granicy będą ginąć Polacy, to samo bezpieczeństwo wewnętrzne leży przestępczość wzrasta a w  policji kryzys z wszystkim.",LABEL_0,0.8427189588546753
hMiniaOlEqM,1 miesiąc temu,@mlem3787,Żałosne... Ale widac jak dupa szczypie w polsacie 😂,LABEL_0,0.845096230506897
vKShTQAk8IE,2 miesiące temu,@Gilu_48,No raczej naciąganie,LABEL_0,0.8669190406799316
kNOy3z2kl68,1 miesiąc temu,@kamillabuda,Ludzie dajcie szansę panu Grzegorzowi Braunowi 🇵🇱,LABEL_0,0.5013647675514221
EXGQSbG5CVg,7 dni temu (edytowany),@Pawuch," @Jaloszowe  Z ciekawości - Czy jesteś w stanie rozwinąć dlaczego ""na szczęście""? Do dwóch zdań powiedzmy.",LABEL_5,0.6064683198928833
ndNaCDxoRdo,1 miesiąc temu,@luisbrzozowa,"777 - Bartoszewicz - to sensowny , spisany, plan. Reszta to politykierzy. Szukajcie ponieważ w TV jest pomijany a warto się zapoznać.",LABEL_0,0.9028011560440063
xO5zkaXG8NE,2 tygodnie temu,@BR51470,Będą wyciągnięte konsekwencje za obrazę prezydenta RP?,LABEL_0,0.8547627329826355
P9i0WWOhVRg,3 tygodnie temu,@ADMIX_BMW,Ej szkoda że to naprawdę nie wyjdzie do telewizji bo był by niezły ubaw z tego troche,LABEL_0,0.8725318908691406
2kcDXBHBFQ0,4 tygodnie temu,@slowiczekk,Bardzo dobrze że atakował Maciaka. Słyszałeś co wygadywał nt. obronności kraju?,LABEL_4,0.355043888092041
3C_GeLOrXDg,2 dni temu,@bozenaparuszewska8458,@Komunista5  o czym z toba pisać jak tylko umiesz poniżać idz do PISU,LABEL_0,0.9138962626457214
YM0zHIcBEwg,2 dni temu,@halina188," @marcinj.2609 Brawo za naukę,jak dyplomatycznie odpowiedzieć, że jest chamem.",LABEL_0,0.8696129322052002
kNOy3z2kl68,12 dni temu,@MrMCDanio,"Nie jestem fanem żadnego z tych ""nastu"" kandydatów, którzy teraz się starają o stołek, ale kiedy słucham Pana Brauna, to mam wrażenie, jakbym słuchał skryby z filmu Asterix i Oberlix misja Kleopatra.",LABEL_0,0.8674923777580261
kNOy3z2kl68,1 miesiąc temu,@piotrw2108," @LenPolski  Uzdrowienie sądów i pozostawienie im kwestii spornych? NIe ma na świecie działającego, dobrze w ten sposób systemu i Braun tego nie zmieni. A odłączanie się od systemu jest cofaniem się. Trzeba się rozwijać, trzeba iść na przów, choć w sposób rozwazny. Większość patrzy tylko ze swojej perspektywy na dany problem, i to właśnie robi też Braun.",LABEL_1,0.975430965423584
3C_GeLOrXDg,4 dni temu,@Florek02,dlaczego kłamca i oszust może być prezydentem ?,LABEL_0,0.9072992205619812
VxLAIVZZe8I,1 miesiąc temu,@AnaAna-dn8xt,Tylko pan Nawrocki prawdziwy patriota Polski na prezydenta naszego kraju ❤️🇵🇱❤️🇵🇱❤️🇵🇱❤️🇵🇱❤️🇵🇱❤️🇵🇱❤️🇵🇱❤️🇵🇱👏👏👏👏,LABEL_5,0.7273042798042297
vjf3BzpqDAk,2 tygodnie temu,@jadwigabielecka6143,Hiporyzja!!!!!,LABEL_0,0.9228185415267944
DNJ2CQ7D-84,10 dni temu,@kasbyczarealem,Laleczka się prawie popłakała.,LABEL_3,0.9777889847755432
kNOy3z2kl68,1 miesiąc temu,@ewamarciniak3204,Przecież nikt nie chce wojować tylko spokojnie odebrać władzę Po i PIS bo do teraz Oni mieli monopol na władzę.,LABEL_0,0.7986690402030945
ITOoSsfuYY0,2 tygodnie temu,@tomaszgawron-x6p,Brawo Braun a żyda Trzaskowskiego do Izraela,LABEL_0,0.3794483244419098
WlLbKb3HtwE,2 dni temu (edytowany),@Jagoda-m3d,Sport pomaga nie widac zeby Pan Nawrocki byl zmeczony byl spokojny   . Patrzy w oczy do osoby do ktorej mowi . Wygral chociaz byl atakowany umie zachowac zimna krew.Ladna postawa nie pochylał się jest przystojny i ma merytoryczne stałe poglady na państwo.,LABEL_3,0.46599987149238586
-JH9onEuq9M,5 dni temu,@Marcineseq,"No to weryfikacja. 500 plus na kredyt, urodzenia i tak w dół ale ok. Port LNG zaczęto już wcześniej budować, o planach nie mówiąc. Drogę S3 zaczęła PO, a pis skończył ją na końcu drugiej kadencji, bo nie potrafili nic tam ogarnąć. Przekop za miliardy dla łódek, no sukces... Do tunelu w Świnouściu państwo nie dołożyło nic, ogromna większość to pieniądze UE, a resztę dołożyło miasto, więc jaki pis? Trójmorze, to na serio? Jak to nie istnieje. Zabezpieczenie wschodniej flanki, jak nic nie inwestowani a armię, nawet śmiglowców nie kupili, chyba że mówisz o siatce na granicy, ktorą przekraczali imigranci, ale nie musieli, bo wizy były od ręki. To ta flanka? No same sukcesy...",LABEL_0,0.8454229831695557
kNOy3z2kl68,1 miesiąc temu,@Xenosaris,"@ Porównywanie Szwajcarii do Polski to strzał we własną stopę. Nie można porównywać kraju, który nie brał udziału w żadnym konflikcie zbrojnym na przestrzeni wieku do Polski, której znacząca część inteligencji została przetrzebiona w rozbiorach, w I i II wojnie światowej, a następnie oddana w ręce Rosji. Mówimy o demokracji bezpośredniej - kiedy obecnie znacząca część społeczeństwa nie wie po co, i dlaczego na kogoś głosuje. Niektórzy nawet nie wiedzą jacy kandydaci biorą udział w wyborach lub jak się oni prezentują. Spotkałem się nawet z osobami, które nie wiedzą, że 18 maja są jakieś wybory... Znacząca część osób nie interesuje się polityką, bo na przestrzeni lat przestała wierzyć w ideę państwa. A nie mając też odpowiednich kompetencji składanie władzy w ręce takich ludzi to porażka... Sytuacja jest jaka jest, i w rzeczywistości potrzebny jest tu ktoś na miarę Józefa Piłsudskiego, kto po raz kolejny poruszy serca narodu do boju i rozwoju. A komu Pan Grzegorz niby naraził się poza Izraelem? Na dodatek w słusznych kwestiach... Nie bądźmy śmieszni, że USA będzie się mieszało w konflikt Polska/Izrael z takiego powodu...  A jeżeli Pan Bartoszewicz jest osobą pozbawioną kompleksów, to najwyraźniej jest także osobą pozbawioną zdolności do refleksji, przemyśleń i przyznania się do błędu - bo niestety, podobnie jak Pan Mentzen i reszta kandydatów, brnie w zaparte - https://www.youtube.com/watch?v=zVRDlRBduEE",LABEL_0,0.4762849509716034
mDGdhM32fPE,3 tygodnie temu,@JourneyToGreatness_1,"Bosak jak zwykle rzeczowy 👏 podobala mi sie koncowka, po jednym zdaniu na temat atakow na ukrainie - nie ma co lamentować tylko trzeba dzialac zeby taka sytuacja nie miala miejsca w Polsce; uslyszalam to jedynie od przedstawiciela Konfederacji, co pokazuje gdzie sa czyje priorytety. Mimo ogromnego wspolczucia ktore mam w stosunku do „zwyklych” Ukraincow, to od przedstawicieli Polskiego rzadu oczekuje skupienia sie na Polskim interesie i bezpieczenstwie.",LABEL_0,0.5694692134857178
Ty4lnOFWtl8,2 tygodnie temu,@maniekwaniek9279,Oni wszyscy nawet do pięt nie dosięgają Panu Braunowi!!!Tylko Grzegorz Braun na Prezydenta Polski🇵🇱,LABEL_0,0.9241839647293091
